公司ID: E33


季度: 2.017040e+05  ,  金额: 604380.000000

季度: 2.017050e+05  ,  金额: 3249665.000000

季度: 2.017060e+05  ,  金额: 5567512.170000

季度: 2.017070e+05  ,  金额: 2114185.820000

季度: 2.017080e+05  ,  金额: 2184801.400000

季度: 2.017090e+05  ,  金额: 2434951.420000

季度: 2.017100e+05  ,  金额: 1085431.910000

季度: 2.017110e+05  ,  金额: 4133638.320000

季度: 2.017120e+05  ,  金额: 1884049.000000

季度: 2.018010e+05  ,  金额: 2401527.200000

季度: 2.018020e+05  ,  金额: 5121740.280000

季度: 2.018030e+05  ,  金额: 4588485.040000

季度: 2.018040e+05  ,  金额: 1834268.910000

季度: 2.018050e+05  ,  金额: 2921767.070000

季度: 2.018060e+05  ,  金额: 1984070.330000

季度: 2.018070e+05  ,  金额: 866487.140000

季度: 2.018080e+05  ,  金额: 506095.320000

季度: 2.018090e+05  ,  金额: 574050.000000

季度: 2.018100e+05  ,  金额: 1797462.910000

季度: 2.018110e+05  ,  金额: 4054754.190000

季度: 2.018120e+05  ,  金额: 2110983.430000

季度: 2.019010e+05  ,  金额: 1447907.000000

季度: 2.019020e+05  ,  金额: 2973567.140000

季度: 2.019030e+05  ,  金额: 976899.750000

季度: 2.019040e+05  ,  金额: 1138476.540000

季度: 2.019050e+05  ,  金额: 1274063.000000

季度: 2.019060e+05  ,  金额: 3759.000000

季度: 2.019070e+05  ,  金额: 1408715.700000

季度: 2.019080e+05  ,  金额: 544711.480000

季度: 2.019090e+05  ,  金额: 123941.620000

季度: 2.019100e+05  ,  金额: 1440537.900000

季度: 2.019110e+05  ,  金额: 1196059.690000

季度: 2.019120e+05  ,  金额: 1205373.900000

季度: 2.020010e+05  ,  金额: 3890436.580000

总流水交易额为: 69644756.160000, 总流水月平均交易额为: 2048375.181176
