公司ID: E1


季度: 2.017070e+05  ,  金额: 0.000000

季度: 2.017080e+05  ,  金额: 278847416.960000

季度: 2.017090e+05  ,  金额: 296777243.400000

季度: 2.017100e+05  ,  金额: 199472320.800000

季度: 2.017110e+05  ,  金额: 302033511.510000

季度: 2.017120e+05  ,  金额: 193854933.620000

季度: 2.018010e+05  ,  金额: 138579128.780000

季度: 2.018020e+05  ,  金额: 182933902.870000

季度: 2.018030e+05  ,  金额: 291099324.190000

季度: 2.018040e+05  ,  金额: 304157375.780000

季度: 2.018050e+05  ,  金额: 225527162.860000

季度: 2.018060e+05  ,  金额: 443249396.740000

季度: 2.018070e+05  ,  金额: 262318043.920000

季度: 2.018080e+05  ,  金额: 99244377.140000

季度: 2.018090e+05  ,  金额: 206487240.200000

季度: 2.018100e+05  ,  金额: 346423989.810000

季度: 2.018110e+05  ,  金额: 220503511.090000

季度: 2.018120e+05  ,  金额: 376185944.150000

季度: 2.019010e+05  ,  金额: 111091085.550000

季度: 2.019020e+05  ,  金额: 112009297.560000

季度: 2.019030e+05  ,  金额: 384514481.660000

季度: 2.019040e+05  ,  金额: 115394606.490000

季度: 2.019050e+05  ,  金额: 167669388.210000

季度: 2.019060e+05  ,  金额: 253724660.500000

季度: 2.019070e+05  ,  金额: 135365076.180000

季度: 2.019080e+05  ,  金额: 145426000.180000

季度: 2.019090e+05  ,  金额: 176336185.450000

季度: 2.019100e+05  ,  金额: 191885706.220000

季度: 2.019110e+05  ,  金额: 202332169.180000

季度: 2.019120e+05  ,  金额: 180264450.280000

季度: 2.020010e+05  ,  金额: 94233396.010000

季度: 2.020020e+05  ,  金额: 701.000000

总流水交易额为: 6637942028.290001, 总流水月平均交易额为: 207435688.384063
