公司ID: E35


季度: 2.016100e+05  ,  金额: 602022.560000

季度: 2.016110e+05  ,  金额: 325851.540000

季度: 2.016120e+05  ,  金额: 741428.480000

季度: 2.017010e+05  ,  金额: 237095.000000

季度: 2.017020e+05  ,  金额: 260941.440000

季度: 2.017030e+05  ,  金额: 409868.600000

季度: 2.017040e+05  ,  金额: 1073813.020000

季度: 2.017050e+05  ,  金额: 121480.860000

季度: 2.017060e+05  ,  金额: 971137.250000

季度: 2.017070e+05  ,  金额: 176191.260000

季度: 2.017080e+05  ,  金额: 702106.040000

季度: 2.017090e+05  ,  金额: 728573.220000

季度: 2.017100e+05  ,  金额: 740949.600000

季度: 2.017110e+05  ,  金额: 982728.760000

季度: 2.017120e+05  ,  金额: 418011.480000

季度: 2.018010e+05  ,  金额: 1049830.610000

季度: 2.018020e+05  ,  金额: 889610.710000

季度: 2.018030e+05  ,  金额: 568933.050000

季度: 2.018040e+05  ,  金额: 1565726.940000

季度: 2.018050e+05  ,  金额: 563494.760000

季度: 2.018060e+05  ,  金额: 704482.500000

季度: 2.018070e+05  ,  金额: 370165.000000

季度: 2.018080e+05  ,  金额: 1464904.380000

季度: 2.018090e+05  ,  金额: 713353.200000

季度: 2.018100e+05  ,  金额: 928823.910000

季度: 2.018110e+05  ,  金额: 990346.310000

季度: 2.018120e+05  ,  金额: 336606.540000

季度: 2.019010e+05  ,  金额: 2284279.180000

季度: 2.019020e+05  ,  金额: 307360.390000

季度: 2.019030e+05  ,  金额: 1654724.640000

季度: 2.019040e+05  ,  金额: 1247778.430000

季度: 2.019050e+05  ,  金额: 576976.240000

季度: 2.019060e+05  ,  金额: 634159.750000

季度: 2.019070e+05  ,  金额: 1568755.650000

季度: 2.019080e+05  ,  金额: 1118859.530000

季度: 2.019090e+05  ,  金额: 2313227.180000

季度: 2.019100e+05  ,  金额: 3107324.220000

总流水交易额为: 33451922.230000, 总流水月平均交易额为: 904106.006216
