公司ID: E113


季度: 2.017070e+05  ,  金额: 646.100000

季度: 2.017080e+05  ,  金额: 3723.100000

季度: 2.017090e+05  ,  金额: 546.100000

季度: 2.017100e+05  ,  金额: 7291.100000

季度: 2.017110e+05  ,  金额: 4423.100000

季度: 2.017120e+05  ,  金额: 138610.440000

季度: 2.018010e+05  ,  金额: 158915.920000

季度: 2.018020e+05  ,  金额: 4925.100000

季度: 2.018030e+05  ,  金额: 1857.100000

季度: 2.018040e+05  ,  金额: 2663.100000

季度: 2.018050e+05  ,  金额: 911764.100000

季度: 2.018060e+05  ,  金额: 1216.100000

季度: 2.018070e+05  ,  金额: 14127.100000

季度: 2.018080e+05  ,  金额: 1036.100000

季度: 2.018090e+05  ,  金额: 40236.170000

季度: 2.018100e+05  ,  金额: 1800.000000

季度: 2.018120e+05  ,  金额: 280.000000

季度: 2.019010e+05  ,  金额: 20000.000000

季度: 2.019050e+05  ,  金额: 7920.000000

季度: 2.019080e+05  ,  金额: 25320.000000

季度: 2.019110e+05  ,  金额: 10000.000000

季度: 2.019120e+05  ,  金额: 280.000000

总流水交易额为: 1357580.730000, 总流水月平均交易额为: 61708.215000
