公司ID: E22


季度: 2.016100e+05  ,  金额: 388027.300000

季度: 2.016110e+05  ,  金额: 563044.100000

季度: 2.016120e+05  ,  金额: 843831.540000

季度: 2.017010e+05  ,  金额: 498678.140000

季度: 2.017020e+05  ,  金额: -53747.540000

季度: 2.017030e+05  ,  金额: 1603824.780000

季度: 2.017040e+05  ,  金额: 3072407.180000

季度: 2.017050e+05  ,  金额: 1124113.200000

季度: 2.017060e+05  ,  金额: 1615394.060000

季度: 2.017070e+05  ,  金额: 1059460.500000

季度: 2.017080e+05  ,  金额: 3648045.860000

季度: 2.017090e+05  ,  金额: 1821609.780000

季度: 2.017100e+05  ,  金额: 3364695.320000

季度: 2.017110e+05  ,  金额: 4491426.280000

季度: 2.017120e+05  ,  金额: 944083.760000

季度: 2.018010e+05  ,  金额: 1100161.740000

季度: 2.018020e+05  ,  金额: 316767.060000

季度: 2.018030e+05  ,  金额: 2143645.140000

季度: 2.018040e+05  ,  金额: 447053.780000

季度: 2.018050e+05  ,  金额: 2459601.380000

季度: 2.018060e+05  ,  金额: 2764001.080000

季度: 2.018070e+05  ,  金额: 1083650.300000

季度: 2.018080e+05  ,  金额: 221532.640000

季度: 2.018090e+05  ,  金额: 1610115.140000

季度: 2.018100e+05  ,  金额: 487810.200000

季度: 2.018110e+05  ,  金额: 1908736.840000

季度: 2.018120e+05  ,  金额: 1970242.480000

季度: 2.019010e+05  ,  金额: 1874455.920000

季度: 2.019020e+05  ,  金额: 1826029.560000

季度: 2.019030e+05  ,  金额: 894552.580000

季度: 2.019040e+05  ,  金额: 1036949.560000

季度: 2.019050e+05  ,  金额: 2020337.320000

季度: 2.019060e+05  ,  金额: 12972378.900000

季度: 2.019070e+05  ,  金额: 4201502.300000

季度: 2.019080e+05  ,  金额: 2834303.000000

季度: 2.019090e+05  ,  金额: 3491543.040000

季度: 2.019100e+05  ,  金额: 2239911.720000

总流水交易额为: 74890175.940000, 总流水月平均交易额为: 2024058.809189
