公司ID: E77


季度: 2.017020e+05  ,  金额: 330.000000

季度: 2.017030e+05  ,  金额: 211500.000000

季度: 2.017060e+05  ,  金额: 40500.000000

季度: 2.017120e+05  ,  金额: 100000.000000

季度: 2.018010e+05  ,  金额: 2774.000000

季度: 2.018090e+05  ,  金额: 310.000000

季度: 2.018100e+05  ,  金额: 2678.000000

季度: 2.018110e+05  ,  金额: 102776.000000

季度: 2.018120e+05  ,  金额: 42982.000000

季度: 2.019010e+05  ,  金额: 117683.000000

季度: 2.019020e+05  ,  金额: 1487.000000

季度: 2.019030e+05  ,  金额: 280.000000

季度: 2.019040e+05  ,  金额: 1067.000000

季度: 2.019050e+05  ,  金额: 2268.000000

季度: 2.019060e+05  ,  金额: 81546.000000

季度: 2.019120e+05  ,  金额: 68700.000000

季度: 2.020010e+05  ,  金额: 31000.000000

总流水交易额为: 807881.000000, 总流水月平均交易额为: 47522.411765
