公司ID: E82


季度: 2.017010e+05  ,  金额: 9860.000000

季度: 2.017030e+05  ,  金额: 141780.050000

季度: 2.017050e+05  ,  金额: 10010.000000

季度: 2.017060e+05  ,  金额: 19767.600000

季度: 2.017070e+05  ,  金额: 11398.550000

季度: 2.017080e+05  ,  金额: 14615.000000

季度: 2.017090e+05  ,  金额: 70261.100000

季度: 2.017100e+05  ,  金额: 74413.000000

季度: 2.017110e+05  ,  金额: 121666.250000

季度: 2.017120e+05  ,  金额: 2693.350000

季度: 2.018010e+05  ,  金额: 33993.970000

季度: 2.018020e+05  ,  金额: 11845.000000

季度: 2.018030e+05  ,  金额: 28953.000000

季度: 2.018040e+05  ,  金额: 70505.570000

季度: 2.018050e+05  ,  金额: 27205.000000

季度: 2.018060e+05  ,  金额: 40091.120000

季度: 2.018070e+05  ,  金额: 135414.290000

季度: 2.018080e+05  ,  金额: 20374.400000

季度: 2.018090e+05  ,  金额: 32304.120000

季度: 2.018100e+05  ,  金额: 64699.050000

季度: 2.018110e+05  ,  金额: 71721.270000

季度: 2.018120e+05  ,  金额: 158384.450000

季度: 2.019010e+05  ,  金额: 14728.840000

季度: 2.019020e+05  ,  金额: 76362.640000

季度: 2.019030e+05  ,  金额: 22811.610000

季度: 2.019040e+05  ,  金额: 1477.670000

季度: 2.019050e+05  ,  金额: 99718.610000

季度: 2.019060e+05  ,  金额: 25072.890000

季度: 2.019070e+05  ,  金额: 1571.340000

季度: 2.019080e+05  ,  金额: 19789.220000

季度: 2.019090e+05  ,  金额: 1748.190000

季度: 2.019100e+05  ,  金额: 104600.030000

季度: 2.019110e+05  ,  金额: 12105.610000

季度: 2.019120e+05  ,  金额: 141673.930000

季度: 2.020010e+05  ,  金额: 360.000000

总流水交易额为: 1693976.720000, 总流水月平均交易额为: 48399.334857
