公司ID: E112


季度: 2.017020e+05  ,  金额: 10980.000000

季度: 2.017030e+05  ,  金额: 26018.600000

季度: 2.017040e+05  ,  金额: 74781.770000

季度: 2.017050e+05  ,  金额: 36346.000000

季度: 2.017060e+05  ,  金额: 16658.400000

季度: 2.017070e+05  ,  金额: 33006.500000

季度: 2.017080e+05  ,  金额: 16070.000000

季度: 2.017090e+05  ,  金额: 52583.380000

季度: 2.017100e+05  ,  金额: 161792.920000

季度: 2.017110e+05  ,  金额: 49755.500000

季度: 2.017120e+05  ,  金额: 44418.100000

季度: 2.018010e+05  ,  金额: 49668.800000

季度: 2.018020e+05  ,  金额: 21757.000000

季度: 2.018030e+05  ,  金额: 18109.000000

季度: 2.018040e+05  ,  金额: 30680.000000

季度: 2.018050e+05  ,  金额: 45680.000000

季度: 2.018060e+05  ,  金额: 5620.000000

季度: 2.018070e+05  ,  金额: 100750.000000

季度: 2.018080e+05  ,  金额: 19425.000000

季度: 2.018090e+05  ,  金额: 30381.000000

季度: 2.018110e+05  ,  金额: 14690.000000

季度: 2.018120e+05  ,  金额: 20887.000000

季度: 2.019010e+05  ,  金额: 36714.200000

季度: 2.019030e+05  ,  金额: 1051.000000

季度: 2.019050e+05  ,  金额: 280.000000

季度: 2.019060e+05  ,  金额: 2141.720000

总流水交易额为: 920245.890000, 总流水月平均交易额为: 35394.072692
