公司ID: E50


季度: 2.017050e+05  ,  金额: 574.000000

季度: 2.017060e+05  ,  金额: 1419.000000

季度: 2.017070e+05  ,  金额: 1810.000000

季度: 2.017080e+05  ,  金额: 385.000000

季度: 2.017100e+05  ,  金额: 3835.000000

季度: 2.017110e+05  ,  金额: 508.000000

季度: 2.017120e+05  ,  金额: 388.000000

季度: 2.018010e+05  ,  金额: 188.000000

季度: 2.018030e+05  ,  金额: 18002.000000

季度: 2.018040e+05  ,  金额: 1321.000000

季度: 2.018050e+05  ,  金额: 4295.000000

季度: 2.018060e+05  ,  金额: 14472.000000

季度: 2.018070e+05  ,  金额: 1160.000000

季度: 2.018080e+05  ,  金额: 1566.000000

季度: 2.018090e+05  ,  金额: 5794.000000

季度: 2.018100e+05  ,  金额: 7761.640000

季度: 2.018110e+05  ,  金额: 2623.000000

季度: 2.018120e+05  ,  金额: 7210.000000

季度: 2.019010e+05  ,  金额: 2491.930000

季度: 2.019020e+05  ,  金额: 11805.000000

季度: 2.019030e+05  ,  金额: 40321.000000

季度: 2.019040e+05  ,  金额: 5149.000000

季度: 2.019050e+05  ,  金额: 34080.000000

季度: 2.019060e+05  ,  金额: 170191.000000

季度: 2.019070e+05  ,  金额: 11525.000000

季度: 2.019080e+05  ,  金额: 132749.000000

季度: 2.019090e+05  ,  金额: 1205563.000000

季度: 2.019100e+05  ,  金额: 192809.720000

总流水交易额为: 1879996.290000, 总流水月平均交易额为: 67142.724643
