公司ID: E2


季度: 2.017010e+05  ,  金额: 3279193.430000

季度: 2.017020e+05  ,  金额: 279771.190000

季度: 2.017030e+05  ,  金额: 4272191.430000

季度: 2.017040e+05  ,  金额: 736083.170000

季度: 2.017050e+05  ,  金额: 3151382.640000

季度: 2.017060e+05  ,  金额: 1412869.140000

季度: 2.017070e+05  ,  金额: 3061934.110000

季度: 2.017080e+05  ,  金额: 2405428.210000

季度: 2.017090e+05  ,  金额: 2523221.600000

季度: 2.017100e+05  ,  金额: 2708980.590000

季度: 2.017110e+05  ,  金额: 6664238.520000

季度: 2.017120e+05  ,  金额: 8738041.660000

季度: 2.018010e+05  ,  金额: 7165927.600000

季度: 2.018020e+05  ,  金额: 3181467.960000

季度: 2.018030e+05  ,  金额: 4547056.790000

季度: 2.018040e+05  ,  金额: 3988672.820000

季度: 2.018050e+05  ,  金额: 2822369.790000

季度: 2.018060e+05  ,  金额: 3355301.440000

季度: 2.018070e+05  ,  金额: 2796547.900000

季度: 2.018080e+05  ,  金额: 4422361.700000

季度: 2.018090e+05  ,  金额: 3203090.980000

季度: 2.018100e+05  ,  金额: 4048481.430000

季度: 2.018110e+05  ,  金额: 2519907.160000

季度: 2.018120e+05  ,  金额: 10613213.060000

季度: 2.019010e+05  ,  金额: 9958927.380000

季度: 2.019020e+05  ,  金额: 1784036.900000

季度: 2.019030e+05  ,  金额: 2543091.940000

季度: 2.019040e+05  ,  金额: 4625766.350000

季度: 2.019050e+05  ,  金额: 2646321.270000

季度: 2.019060e+05  ,  金额: 2158814.440000

季度: 2.019070e+05  ,  金额: 4123126.830000

季度: 2.019080e+05  ,  金额: 3661954.890000

季度: 2.019090e+05  ,  金额: 4051237.050000

季度: 2.019100e+05  ,  金额: 5525727.130000

季度: 2.019110e+05  ,  金额: 5130206.630000

季度: 2.019120e+05  ,  金额: 15047878.660000

季度: 2.020010e+05  ,  金额: 9237038.120000

季度: 2.020020e+05  ,  金额: 96094.710000

总流水交易额为: 162487956.620000, 总流水月平均交易额为: 4275998.858421
