公司ID: E111


季度: 2.017080e+05  ,  金额: 1286.610000

季度: 2.017090e+05  ,  金额: 2426.610000

季度: 2.017100e+05  ,  金额: 922.610000

季度: 2.017120e+05  ,  金额: 11081.220000

季度: 2.018010e+05  ,  金额: 3972.910000

季度: 2.018020e+05  ,  金额: 4341.610000

季度: 2.018030e+05  ,  金额: 7562.610000

季度: 2.018040e+05  ,  金额: 18300.610000

季度: 2.018050e+05  ,  金额: 15282.610000

季度: 2.018060e+05  ,  金额: 57500.400000

季度: 2.018070e+05  ,  金额: 184021.020000

季度: 2.018080e+05  ,  金额: 13072.610000

季度: 2.018090e+05  ,  金额: 20699.990000

季度: 2.018100e+05  ,  金额: 2931.690000

季度: 2.018110e+05  ,  金额: -112971.180000

季度: 2.018120e+05  ,  金额: 6648.000000

季度: 2.019010e+05  ,  金额: 18261.610000

季度: 2.019020e+05  ,  金额: 10847.220000

季度: 2.019030e+05  ,  金额: 9002.670000

季度: 2.019040e+05  ,  金额: 9552.740000

季度: 2.019050e+05  ,  金额: 24838.510000

季度: 2.019060e+05  ,  金额: 12979.170000

季度: 2.019070e+05  ,  金额: 27245.200000

季度: 2.019080e+05  ,  金额: 21338.400000

季度: 2.019090e+05  ,  金额: 25365.830000

季度: 2.019100e+05  ,  金额: 66667.830000

季度: 2.019110e+05  ,  金额: 4054.520000

季度: 2.019120e+05  ,  金额: 44960.240000

季度: 2.020010e+05  ,  金额: 16253.530000

季度: 2.020020e+05  ,  金额: 826.610000

总流水交易额为: 529274.010000, 总流水月平均交易额为: 17642.467000
