公司ID: E61


季度: 2.017010e+05  ,  金额: 28480.000000

季度: 2.017020e+05  ,  金额: 21382.690000

季度: 2.017050e+05  ,  金额: 75527.260000

季度: 2.017080e+05  ,  金额: 3580.000000

季度: 2.017090e+05  ,  金额: 119212.800000

季度: 2.017100e+05  ,  金额: 2950.000000

季度: 2.017110e+05  ,  金额: 24973.010000

季度: 2.017120e+05  ,  金额: 21100.000000

季度: 2.018010e+05  ,  金额: 55350.000000

季度: 2.018030e+05  ,  金额: 23269.620000

季度: 2.018040e+05  ,  金额: 8480.000000

季度: 2.018050e+05  ,  金额: 31952.110000

季度: 2.018060e+05  ,  金额: 2392.930000

季度: 2.018070e+05  ,  金额: 69235.430000

季度: 2.018080e+05  ,  金额: 7311.920000

季度: 2.018090e+05  ,  金额: 91359.090000

季度: 2.018100e+05  ,  金额: -45489.980000

季度: 2.018110e+05  ,  金额: 17618.370000

季度: 2.018120e+05  ,  金额: 19136.790000

季度: 2.019010e+05  ,  金额: 72299.600000

季度: 2.019020e+05  ,  金额: 33492.000000

季度: 2.019030e+05  ,  金额: 21672.820000

季度: 2.019040e+05  ,  金额: 5248.510000

季度: 2.019050e+05  ,  金额: 12190.820000

季度: 2.019060e+05  ,  金额: 6484.600000

季度: 2.019070e+05  ,  金额: 33161.030000

季度: 2.019080e+05  ,  金额: 6351.580000

季度: 2.019090e+05  ,  金额: 1200.000000

季度: 2.019100e+05  ,  金额: 37221.170000

季度: 2.019110e+05  ,  金额: 13620.000000

季度: 2.019120e+05  ,  金额: 55258.410000

季度: 2.020010e+05  ,  金额: 56008.600000

总流水交易额为: 932031.180000, 总流水月平均交易额为: 29125.974375
