公司ID: E88


季度: 2.017060e+05  ,  金额: 6000.000000

季度: 2.017070e+05  ,  金额: 11573.000000

季度: 2.017080e+05  ,  金额: 8000.000000

季度: 2.017090e+05  ,  金额: 12300.000000

季度: 2.017100e+05  ,  金额: 4000.000000

季度: 2.017110e+05  ,  金额: 12000.000000

季度: 2.017120e+05  ,  金额: 13599.000000

季度: 2.018010e+05  ,  金额: 5342.000000

季度: 2.018020e+05  ,  金额: 7228.000000

季度: 2.018030e+05  ,  金额: 13377.000000

季度: 2.018040e+05  ,  金额: 9362.000000

季度: 2.018050e+05  ,  金额: 9395.000000

季度: 2.018060e+05  ,  金额: 8270.020000

季度: 2.018070e+05  ,  金额: 16100.000000

季度: 2.018080e+05  ,  金额: 13493.000000

季度: 2.018090e+05  ,  金额: 16563.000000

季度: 2.018100e+05  ,  金额: 14006.770000

季度: 2.018110e+05  ,  金额: 13526.000000

季度: 2.018120e+05  ,  金额: 20222.000000

季度: 2.019010e+05  ,  金额: 110127.000000

季度: 2.019020e+05  ,  金额: 110766.000000

季度: 2.019030e+05  ,  金额: 72467.000000

季度: 2.019040e+05  ,  金额: 15732.000000

季度: 2.019050e+05  ,  金额: 21420.390000

季度: 2.019060e+05  ,  金额: 33721.600000

季度: 2.019070e+05  ,  金额: 13658.680000

季度: 2.019080e+05  ,  金额: 11595.000000

季度: 2.019090e+05  ,  金额: 24850.000000

季度: 2.019100e+05  ,  金额: 16426.000000

季度: 2.019110e+05  ,  金额: 21387.000000

季度: 2.019120e+05  ,  金额: 5200.000000

季度: 2.020010e+05  ,  金额: 11751.000000

总流水交易额为: 683458.460000, 总流水月平均交易额为: 21358.076875
