公司ID: E3


季度: 2.017010e+05  ,  金额: 1442971.090000

季度: 2.017020e+05  ,  金额: 6082.160000

季度: 2.017030e+05  ,  金额: 1602978.180000

季度: 2.017040e+05  ,  金额: 817897.640000

季度: 2.017050e+05  ,  金额: 1845670.050000

季度: 2.017060e+05  ,  金额: 1420994.790000

季度: 2.017070e+05  ,  金额: 1786077.150000

季度: 2.017080e+05  ,  金额: 1137947.010000

季度: 2.017090e+05  ,  金额: 952502.590000

季度: 2.017100e+05  ,  金额: 2146158.410000

季度: 2.017110e+05  ,  金额: 937315.150000

季度: 2.017120e+05  ,  金额: 5794858.750000

季度: 2.018010e+05  ,  金额: 795351.160000

季度: 2.018020e+05  ,  金额: 2057462.500000

季度: 2.018030e+05  ,  金额: 1188366.320000

季度: 2.018040e+05  ,  金额: 1114288.140000

季度: 2.018050e+05  ,  金额: 1324658.270000

季度: 2.018060e+05  ,  金额: 828287.010000

季度: 2.018070e+05  ,  金额: 2704801.140000

季度: 2.018080e+05  ,  金额: 1095452.140000

季度: 2.018090e+05  ,  金额: 1684925.180000

季度: 2.018100e+05  ,  金额: 1478505.920000

季度: 2.018110e+05  ,  金额: 1186182.680000

季度: 2.018120e+05  ,  金额: 1029624.840000

季度: 2.019010e+05  ,  金额: 1188421.720000

季度: 2.019020e+05  ,  金额: 378284.540000

季度: 2.019030e+05  ,  金额: 1788778.620000

季度: 2.019040e+05  ,  金额: 879698.970000

季度: 2.019050e+05  ,  金额: 1802429.710000

季度: 2.019060e+05  ,  金额: 2480380.920000

季度: 2.019070e+05  ,  金额: 1385073.290000

季度: 2.019080e+05  ,  金额: 1252041.210000

季度: 2.019090e+05  ,  金额: 948370.640000

季度: 2.019100e+05  ,  金额: 785312.250000

季度: 2.019110e+05  ,  金额: 1851807.700000

季度: 2.019120e+05  ,  金额: 2339647.790000

季度: 2.020010e+05  ,  金额: 712612.660000

季度: 2.020020e+05  ,  金额: 7134.230000

总流水交易额为: 54179352.520000, 总流水月平均交易额为: 1425772.434737
