公司ID: E100


季度: 2.017050e+05  ,  金额: 330.000000

季度: 2.017090e+05  ,  金额: 130.000000

季度: 2.017110e+05  ,  金额: 220.000000

季度: 2.017120e+05  ,  金额: 799.000000

季度: 2.018010e+05  ,  金额: 905.000000

季度: 2.018020e+05  ,  金额: 2106.000000

季度: 2.018030e+05  ,  金额: 195.000000

季度: 2.018040e+05  ,  金额: 170.000000

季度: 2.018050e+05  ,  金额: 490.020000

季度: 2.018060e+05  ,  金额: 450.000000

季度: 2.018070e+05  ,  金额: 240.000000

季度: 2.018080e+05  ,  金额: 185.000000

季度: 2.018100e+05  ,  金额: 500.000000

季度: 2.018110e+05  ,  金额: 239.000000

季度: 2.018120e+05  ,  金额: 726.000000

季度: 2.019010e+05  ,  金额: 1393.000000

季度: 2.019020e+05  ,  金额: 200.000000

季度: 2.019030e+05  ,  金额: 200.000000

季度: 2.019040e+05  ,  金额: 1487.000000

季度: 2.019050e+05  ,  金额: 1592.000000

季度: 2.019060e+05  ,  金额: 2739.000000

季度: 2.019070e+05  ,  金额: 523.000000

季度: 2.019080e+05  ,  金额: 5787.000000

季度: 2.019100e+05  ,  金额: 437.000000

季度: 2.019110e+05  ,  金额: 200.000000

季度: 2.019120e+05  ,  金额: 645.000000

季度: 2.020010e+05  ,  金额: 435.000000

总流水交易额为: 23323.020000, 总流水月平均交易额为: 863.815556
