公司ID: E47


季度: 2.016110e+05  ,  金额: 1937704.210000

季度: 2.016120e+05  ,  金额: 2207268.240000

季度: 2.017010e+05  ,  金额: 1574522.610000

季度: 2.017020e+05  ,  金额: 1340330.030000

季度: 2.017030e+05  ,  金额: 2158006.610000

季度: 2.017040e+05  ,  金额: 2568479.040000

季度: 2.017050e+05  ,  金额: 2245842.070000

季度: 2.017060e+05  ,  金额: 2917321.490000

季度: 2.017070e+05  ,  金额: 2271811.350000

季度: 2.017080e+05  ,  金额: 1876739.240000

季度: 2.017090e+05  ,  金额: 1618672.880000

季度: 2.017100e+05  ,  金额: 1297530.960000

季度: 2.017110e+05  ,  金额: 1543067.520000

季度: 2.017120e+05  ,  金额: 1297279.780000

季度: 2.018010e+05  ,  金额: 1595936.600000

季度: 2.018020e+05  ,  金额: 717064.710000

季度: 2.018030e+05  ,  金额: 1468514.720000

季度: 2.018040e+05  ,  金额: 2810831.760000

季度: 2.018050e+05  ,  金额: 1278183.190000

季度: 2.018060e+05  ,  金额: 1149098.540000

季度: 2.018070e+05  ,  金额: 1329119.880000

季度: 2.018080e+05  ,  金额: 1090643.710000

季度: 2.018090e+05  ,  金额: 1124324.760000

季度: 2.018100e+05  ,  金额: 1260807.980000

季度: 2.018110e+05  ,  金额: 1206978.550000

季度: 2.018120e+05  ,  金额: 1391199.580000

季度: 2.019010e+05  ,  金额: 1637267.160000

季度: 2.019020e+05  ,  金额: 402384.670000

季度: 2.019030e+05  ,  金额: 2438354.190000

季度: 2.019040e+05  ,  金额: 923474.970000

季度: 2.019050e+05  ,  金额: 1124422.800000

季度: 2.019060e+05  ,  金额: 1431728.640000

季度: 2.019070e+05  ,  金额: 1156790.690000

季度: 2.019080e+05  ,  金额: 969903.330000

季度: 2.019090e+05  ,  金额: 1195685.270000

季度: 2.019100e+05  ,  金额: 1023783.680000

季度: 2.019110e+05  ,  金额: 2005782.220000

总流水交易额为: 57586857.630000, 总流水月平均交易额为: 1556401.557568
