公司ID: E78


季度: 2.017010e+05  ,  金额: 291402.960000

季度: 2.017020e+05  ,  金额: 311852.380000

季度: 2.017030e+05  ,  金额: 599240.390000

季度: 2.017040e+05  ,  金额: 333766.170000

季度: 2.017050e+05  ,  金额: 856916.190000

季度: 2.017060e+05  ,  金额: 569020.450000

季度: 2.017070e+05  ,  金额: 445248.720000

季度: 2.017080e+05  ,  金额: 270234.000000

季度: 2.017090e+05  ,  金额: 281398.000000

季度: 2.017100e+05  ,  金额: 660370.000000

季度: 2.017110e+05  ,  金额: 442067.550000

季度: 2.017120e+05  ,  金额: 720918.490000

季度: 2.018010e+05  ,  金额: 203679.000000

季度: 2.018020e+05  ,  金额: 306192.000000

季度: 2.018030e+05  ,  金额: 526534.000000

季度: 2.018040e+05  ,  金额: 410367.000000

季度: 2.018050e+05  ,  金额: 428682.000000

季度: 2.018060e+05  ,  金额: 341807.000000

季度: 2.018070e+05  ,  金额: 275481.000000

季度: 2.018080e+05  ,  金额: 197081.000000

季度: 2.018090e+05  ,  金额: 14320.000000

季度: 2.018100e+05  ,  金额: 341383.000000

季度: 2.018110e+05  ,  金额: 254496.000000

季度: 2.018120e+05  ,  金额: 117147.000000

季度: 2.019010e+05  ,  金额: 377160.800000

季度: 2.019020e+05  ,  金额: 78801.000000

季度: 2.019030e+05  ,  金额: 62011.000000

季度: 2.019040e+05  ,  金额: 67109.000000

季度: 2.019050e+05  ,  金额: 89463.000000

季度: 2.019060e+05  ,  金额: 96054.000000

季度: 2.019070e+05  ,  金额: 50264.000000

季度: 2.019080e+05  ,  金额: 8700.000000

总流水交易额为: 10029167.100000, 总流水月平均交易额为: 313411.471875
