公司ID: E42


季度: 2.017100e+05  ,  金额: 291600.000000

季度: 2.017120e+05  ,  金额: 867978.500000

季度: 2.018010e+05  ,  金额: 332137.900000

季度: 2.018020e+05  ,  金额: 28600.000000

季度: 2.018030e+05  ,  金额: 633968.000000

季度: 2.018050e+05  ,  金额: 235440.000000

季度: 2.018060e+05  ,  金额: 1897307.460000

季度: 2.018100e+05  ,  金额: 286000.000000

季度: 2.018110e+05  ,  金额: 1121275.000000

季度: 2.018120e+05  ,  金额: 3451982.000000

季度: 2.019010e+05  ,  金额: 1062870.000000

季度: 2.019030e+05  ,  金额: 1192399.050000

季度: 2.019050e+05  ,  金额: 3286661.850000

季度: 2.019060e+05  ,  金额: 243045.000000

季度: 2.019070e+05  ,  金额: 2842305.000000

季度: 2.019080e+05  ,  金额: 156700.000000

季度: 2.019090e+05  ,  金额: 3055020.000000

季度: 2.019120e+05  ,  金额: 2240420.850000

季度: 2.020010e+05  ,  金额: 3009743.000000

总流水交易额为: 26235453.610000, 总流水月平均交易额为: 1380813.347895
