公司ID: E55


季度: 2.017010e+05  ,  金额: 2748400.000000

季度: 2.017020e+05  ,  金额: 203094.000000

季度: 2.017030e+05  ,  金额: 107626.870000

季度: 2.017040e+05  ,  金额: 4000.000000

季度: 2.017070e+05  ,  金额: 3727448.840000

季度: 2.017080e+05  ,  金额: 0.000000

季度: 2.017100e+05  ,  金额: 10155.270000

季度: 2.017110e+05  ,  金额: 582988.080000

季度: 2.017120e+05  ,  金额: 8585.410000

季度: 2.018030e+05  ,  金额: 15136.670000

季度: 2.018050e+05  ,  金额: 577179.360000

季度: 2.018060e+05  ,  金额: 10213.590000

季度: 2.018090e+05  ,  金额: 1824.370000

季度: 2.018100e+05  ,  金额: 262400.000000

季度: 2.018110e+05  ,  金额: 1841226.660000

季度: 2.018120e+05  ,  金额: 5685537.180000

季度: 2.019020e+05  ,  金额: 792099.000000

季度: 2.019030e+05  ,  金额: 2992.560000

季度: 2.019040e+05  ,  金额: 5997.600000

季度: 2.019050e+05  ,  金额: -67563.050000

季度: 2.019060e+05  ,  金额: 496398.750000

季度: 2.019070e+05  ,  金额: 2463317.840000

季度: 2.019080e+05  ,  金额: 18192.840000

季度: 2.019090e+05  ,  金额: 1504068.790000

季度: 2.019100e+05  ,  金额: 474869.830000

季度: 2.019110e+05  ,  金额: 908664.510000

季度: 2.019120e+05  ,  金额: 3119958.820000

总流水交易额为: 25504813.790000, 总流水月平均交易额为: 944622.732963
