公司ID: E60


季度: 2.017110e+05  ,  金额: 181458.000000

季度: 2.017120e+05  ,  金额: 300000.000000

季度: 2.018030e+05  ,  金额: 29000.000000

季度: 2.018050e+05  ,  金额: 27808.000000

季度: 2.018080e+05  ,  金额: 1794582.000000

季度: 2.018090e+05  ,  金额: 662178.000000

季度: 2.018100e+05  ,  金额: 234200.000000

季度: 2.018110e+05  ,  金额: 312215.000000

季度: 2.018120e+05  ,  金额: 352200.000000

季度: 2.019010e+05  ,  金额: 681284.000000

季度: 2.019020e+05  ,  金额: 100000.000000

季度: 2.019030e+05  ,  金额: 162221.000000

季度: 2.019040e+05  ,  金额: 111120.000000

季度: 2.019050e+05  ,  金额: 381703.000000

季度: 2.019070e+05  ,  金额: 248448.000000

季度: 2.019080e+05  ,  金额: 587096.000000

季度: 2.019090e+05  ,  金额: 207145.000000

季度: 2.019100e+05  ,  金额: 458185.000000

季度: 2.019110e+05  ,  金额: 673613.000000

季度: 2.019120e+05  ,  金额: 65410.000000

季度: 2.020010e+05  ,  金额: 629079.000000

总流水交易额为: 8198945.000000, 总流水月平均交易额为: 390425.952381
