公司ID: E32


季度: 2.017010e+05  ,  金额: 420000.000000

季度: 2.017030e+05  ,  金额: 500000.000000

季度: 2.017040e+05  ,  金额: 927000.000000

季度: 2.017050e+05  ,  金额: 1000000.000000

季度: 2.017060e+05  ,  金额: 1000000.000000

季度: 2.017070e+05  ,  金额: 2500000.000000

季度: 2.017080e+05  ,  金额: 2000000.000000

季度: 2.017090e+05  ,  金额: 2500000.000000

季度: 2.017110e+05  ,  金额: 12000.000000

季度: 2.017120e+05  ,  金额: 601500.000000

季度: 2.018010e+05  ,  金额: 2800000.000000

季度: 2.018020e+05  ,  金额: 200000.000000

季度: 2.018040e+05  ,  金额: 200000.000000

季度: 2.018050e+05  ,  金额: 1600000.000000

季度: 2.018070e+05  ,  金额: 1700000.000000

季度: 2.018080e+05  ,  金额: 448472.200000

季度: 2.018100e+05  ,  金额: 1488800.000000

季度: 2.018120e+05  ,  金额: 628473.080000

季度: 2.019010e+05  ,  金额: 5209008.000000

季度: 2.019020e+05  ,  金额: 2400000.000000

季度: 2.019030e+05  ,  金额: 2500000.000000

季度: 2.019050e+05  ,  金额: 500000.000000

季度: 2.019060e+05  ,  金额: 500000.000000

季度: 2.019070e+05  ,  金额: 600000.000000

季度: 2.019080e+05  ,  金额: 4500000.000000

季度: 2.019090e+05  ,  金额: 600000.000000

季度: 2.019100e+05  ,  金额: 2700000.000000

季度: 2.019110e+05  ,  金额: 340000.000000

季度: 2.019120e+05  ,  金额: 5000000.000000

总流水交易额为: 45375253.280000, 总流水月平均交易额为: 1564663.906207
