公司ID: E31


季度: 2.017010e+05  ,  金额: 716322.000000

季度: 2.017020e+05  ,  金额: 1307218.310000

季度: 2.017030e+05  ,  金额: 872632.010000

季度: 2.017040e+05  ,  金额: 1321689.370000

季度: 2.017050e+05  ,  金额: 1129989.460000

季度: 2.017060e+05  ,  金额: 1292797.620000

季度: 2.017070e+05  ,  金额: 910495.940000

季度: 2.017080e+05  ,  金额: 1112604.670000

季度: 2.017090e+05  ,  金额: 2545647.070000

季度: 2.017100e+05  ,  金额: 1631900.200000

季度: 2.017110e+05  ,  金额: 1103386.540000

季度: 2.017120e+05  ,  金额: 1086925.880000

季度: 2.018010e+05  ,  金额: 1595939.660000

季度: 2.018020e+05  ,  金额: 835203.530000

季度: 2.018030e+05  ,  金额: 1217466.750000

季度: 2.018040e+05  ,  金额: 1131186.800000

季度: 2.018050e+05  ,  金额: 1354560.250000

季度: 2.018060e+05  ,  金额: 1048780.650000

季度: 2.018070e+05  ,  金额: 1281291.090000

季度: 2.018080e+05  ,  金额: 1433615.680000

季度: 2.018090e+05  ,  金额: 2621308.900000

季度: 2.018100e+05  ,  金额: 1501228.240000

季度: 2.018110e+05  ,  金额: 1238085.670000

季度: 2.018120e+05  ,  金额: 1462108.110000

季度: 2.019010e+05  ,  金额: 1968494.080000

季度: 2.019020e+05  ,  金额: 901451.900000

季度: 2.019030e+05  ,  金额: 1981626.860000

季度: 2.019040e+05  ,  金额: 869981.140000

季度: 2.019050e+05  ,  金额: 1425390.610000

季度: 2.019060e+05  ,  金额: 1250798.780000

季度: 2.019070e+05  ,  金额: 1441719.550000

季度: 2.019080e+05  ,  金额: 1962271.860000

季度: 2.019090e+05  ,  金额: 2963795.500000

季度: 2.019100e+05  ,  金额: 2189642.800000

季度: 2.019110e+05  ,  金额: 1659784.280000

季度: 2.019120e+05  ,  金额: 2590963.890000

季度: 2.020010e+05  ,  金额: 1262543.300000

总流水交易额为: 54220848.950000, 总流水月平均交易额为: 1465428.350000
