公司ID: E26


季度: 2.016120e+05  ,  金额: 15801.000000

季度: 2.017010e+05  ,  金额: 270000.000000

季度: 2.017020e+05  ,  金额: 654277.000000

季度: 2.017030e+05  ,  金额: 305909.000000

季度: 2.017040e+05  ,  金额: 1227047.740000

季度: 2.017050e+05  ,  金额: 1785688.000000

季度: 2.017060e+05  ,  金额: 938615.220000

季度: 2.017070e+05  ,  金额: 746747.000000

季度: 2.017080e+05  ,  金额: 1174176.320000

季度: 2.017090e+05  ,  金额: 1537555.900000

季度: 2.017100e+05  ,  金额: 1140000.000000

季度: 2.017110e+05  ,  金额: 1788417.000000

季度: 2.017120e+05  ,  金额: 1947348.000000

季度: 2.018010e+05  ,  金额: 2065914.500000

季度: 2.018020e+05  ,  金额: 826260.000000

季度: 2.018030e+05  ,  金额: 238613.500000

季度: 2.018040e+05  ,  金额: 924514.470000

季度: 2.018050e+05  ,  金额: 256322.000000

季度: 2.018060e+05  ,  金额: 435250.880000

季度: 2.018070e+05  ,  金额: 1038760.000000

季度: 2.018080e+05  ,  金额: 563098.670000

季度: 2.018090e+05  ,  金额: 1360451.270000

季度: 2.018100e+05  ,  金额: 2328375.770000

季度: 2.018110e+05  ,  金额: 1463992.720000

季度: 2.018120e+05  ,  金额: 1319799.660000

季度: 2.019010e+05  ,  金额: 2179190.130000

季度: 2.019020e+05  ,  金额: 501495.000000

季度: 2.019030e+05  ,  金额: 4621830.650000

季度: 2.019040e+05  ,  金额: 934153.000000

季度: 2.019050e+05  ,  金额: 1012421.830000

季度: 2.019060e+05  ,  金额: 1960000.000000

季度: 2.019070e+05  ,  金额: 1505746.000000

季度: 2.019080e+05  ,  金额: 1086930.110000

季度: 2.019090e+05  ,  金额: 1249380.180000

季度: 2.019100e+05  ,  金额: 637784.120000

季度: 2.019110e+05  ,  金额: 387204.180000

总流水交易额为: 42429070.820000, 总流水月平均交易额为: 1178585.300556
