公司ID: E71


季度: 2.017020e+05  ,  金额: 56000.000000

季度: 2.017030e+05  ,  金额: 49900.000000

季度: 2.017040e+05  ,  金额: 11740.000000

季度: 2.017050e+05  ,  金额: 3900.000000

季度: 2.017070e+05  ,  金额: 1612090.140000

季度: 2.017080e+05  ,  金额: 980105.530000

季度: 2.017100e+05  ,  金额: 157626.000000

季度: 2.017110e+05  ,  金额: 91191.600000

季度: 2.018020e+05  ,  金额: 3650800.000000

季度: 2.018050e+05  ,  金额: 3750.000000

季度: 2.018060e+05  ,  金额: 1113494.600000

季度: 2.018070e+05  ,  金额: 355020.400000

季度: 2.018080e+05  ,  金额: 1619052.050000

季度: 2.018090e+05  ,  金额: 377798.100000

季度: 2.019030e+05  ,  金额: 142625.000000

季度: 2.019070e+05  ,  金额: 1964469.200000

季度: 2.019100e+05  ,  金额: 20497.000000

总流水交易额为: 12210059.620000, 总流水月平均交易额为: 718238.801176
