公司ID: E116


季度: 2.017040e+05  ,  金额: 10800.000000

季度: 2.017050e+05  ,  金额: 4700.000000

季度: 2.017060e+05  ,  金额: 2500.000000

季度: 2.017070e+05  ,  金额: 10637.000000

季度: 2.017090e+05  ,  金额: 12810.120000

季度: 2.017110e+05  ,  金额: 9356.000000

季度: 2.017120e+05  ,  金额: 23500.000000

季度: 2.018010e+05  ,  金额: 8640.000000

季度: 2.018040e+05  ,  金额: 29639.000000

季度: 2.018050e+05  ,  金额: 905.000000

季度: 2.018060e+05  ,  金额: 29323.000000

季度: 2.018090e+05  ,  金额: 54987.000000

季度: 2.018120e+05  ,  金额: 24600.000000

季度: 2.019050e+05  ,  金额: 1680.000000

季度: 2.019060e+05  ,  金额: 4500.000000

总流水交易额为: 228577.120000, 总流水月平均交易额为: 15238.474667
