公司ID: E1


季度: 2.017080e+05  ,  金额: 191978941.500000

季度: 2.017090e+05  ,  金额: 274451805.860000

季度: 2.017100e+05  ,  金额: 162905844.740000

季度: 2.017110e+05  ,  金额: 230417242.760000

季度: 2.017120e+05  ,  金额: 96650862.000000

季度: 2.018010e+05  ,  金额: 101082181.020000

季度: 2.018020e+05  ,  金额: 104473115.000000

季度: 2.018030e+05  ,  金额: 281909196.850000

季度: 2.018040e+05  ,  金额: 181858583.870000

季度: 2.018050e+05  ,  金额: 230398823.000000

季度: 2.018060e+05  ,  金额: 144006993.980000

季度: 2.018070e+05  ,  金额: 171585153.000000

季度: 2.018080e+05  ,  金额: 90555932.000000

季度: 2.018090e+05  ,  金额: 246917638.000000

季度: 2.018100e+05  ,  金额: 75940327.870000

季度: 2.018110e+05  ,  金额: 238187638.650000

季度: 2.018120e+05  ,  金额: 141532176.000000

季度: 2.019010e+05  ,  金额: 129298822.570000

季度: 2.019020e+05  ,  金额: 57998338.000000

季度: 2.019030e+05  ,  金额: 353129528.900000

季度: 2.019040e+05  ,  金额: 73385554.020000

季度: 2.019050e+05  ,  金额: 124434547.230000

季度: 2.019060e+05  ,  金额: 224069874.140000

季度: 2.019070e+05  ,  金额: 139936653.150000

季度: 2.019080e+05  ,  金额: 66237809.220000

季度: 2.019090e+05  ,  金额: 135698242.990000

季度: 2.019100e+05  ,  金额: 127262899.500000

季度: 2.019110e+05  ,  金额: 104034208.040000

季度: 2.019120e+05  ,  金额: 115542945.090000

季度: 2.020010e+05  ,  金额: 82751561.650000

总流水交易额为: 4698633440.599999, 总流水月平均交易额为: 156621114.686667
