公司ID: E12


季度: 2.018010e+05  ,  金额: 32600000.000000

季度: 2.018020e+05  ,  金额: 31464070.000000

季度: 2.018040e+05  ,  金额: 2335929.600000

季度: 2.018050e+05  ,  金额: 16400000.000000

季度: 2.018060e+05  ,  金额: 593000.000000

季度: 2.018080e+05  ,  金额: 15694826.000000

季度: 2.018090e+05  ,  金额: 6001084.580000

季度: 2.018120e+05  ,  金额: 29000000.000000

季度: 2.019010e+05  ,  金额: 31500271.820000

季度: 2.019020e+05  ,  金额: 5414000.000000

季度: 2.019030e+05  ,  金额: 11606437.250000

季度: 2.019070e+05  ,  金额: 1000000.000000

季度: 2.019080e+05  ,  金额: 21067001.260000

季度: 2.019100e+05  ,  金额: 400000.000000

季度: 2.019120e+05  ,  金额: 5094800.000000

季度: 2.020010e+05  ,  金额: 31831600.000000

总流水交易额为: 242003020.510000, 总流水月平均交易额为: 15125188.781875
