公司ID: E11


季度: 2.018020e+05  ,  金额: 3771956.940000

季度: 2.018050e+05  ,  金额: 6544616.420000

季度: 2.018060e+05  ,  金额: 3841763.640000

季度: 2.018080e+05  ,  金额: 8106057.340000

季度: 2.018090e+05  ,  金额: 5000000.000000

季度: 2.018100e+05  ,  金额: 4220863.230000

季度: 2.018110e+05  ,  金额: 8767065.420000

季度: 2.018120e+05  ,  金额: 4798949.400000

季度: 2.019010e+05  ,  金额: 23388114.880000

季度: 2.019020e+05  ,  金额: 1216204.160000

季度: 2.019030e+05  ,  金额: 2963959.560000

季度: 2.019040e+05  ,  金额: 10203681.490000

季度: 2.019050e+05  ,  金额: 12514793.850000

季度: 2.019060e+05  ,  金额: 15485254.360000

季度: 2.019070e+05  ,  金额: 10279472.840000

季度: 2.019080e+05  ,  金额: 6174453.740000

季度: 2.019090e+05  ,  金额: 11987555.160000

季度: 2.019100e+05  ,  金额: 5820000.000000

季度: 2.019110e+05  ,  金额: 5262282.700000

季度: 2.019120e+05  ,  金额: 9050000.000000

季度: 2.020010e+05  ,  金额: 3150000.000000

总流水交易额为: 162547045.130000, 总流水月平均交易额为: 7740335.482381
