公司ID: E93


季度: 2.017010e+05  ,  金额: 9800.000000

季度: 2.017020e+05  ,  金额: 8932.000000

季度: 2.017030e+05  ,  金额: 46216.000000

季度: 2.017040e+05  ,  金额: 10200.000000

季度: 2.017050e+05  ,  金额: 9365.000000

季度: 2.017060e+05  ,  金额: 5880.000000

季度: 2.017070e+05  ,  金额: 39950.000000

季度: 2.017080e+05  ,  金额: 28100.000000

季度: 2.017090e+05  ,  金额: 17680.000000

季度: 2.017100e+05  ,  金额: 75350.000000

季度: 2.017110e+05  ,  金额: 0.000000

季度: 2.017120e+05  ,  金额: 7200.000000

季度: 2.018010e+05  ,  金额: 13485.000000

季度: 2.018020e+05  ,  金额: 20220.000000

季度: 2.018030e+05  ,  金额: 11740.000000

季度: 2.018040e+05  ,  金额: 45650.000000

季度: 2.018050e+05  ,  金额: 8800.000000

季度: 2.018060e+05  ,  金额: 5200.000000

季度: 2.018070e+05  ,  金额: 8110.000000

季度: 2.018080e+05  ,  金额: 74910.000000

季度: 2.018100e+05  ,  金额: 29695.000000

季度: 2.018110e+05  ,  金额: 126976.000000

季度: 2.018120e+05  ,  金额: 281482.000000

季度: 2.019010e+05  ,  金额: 47550.000000

季度: 2.019020e+05  ,  金额: 47370.000000

季度: 2.019030e+05  ,  金额: 71506.000000

季度: 2.019040e+05  ,  金额: 70596.000000

季度: 2.019050e+05  ,  金额: 19800.000000

季度: 2.019060e+05  ,  金额: 40180.000000

季度: 2.019070e+05  ,  金额: 50420.000000

季度: 2.019090e+05  ,  金额: 89800.000000

季度: 2.019100e+05  ,  金额: 93866.000000

季度: 2.019110e+05  ,  金额: 37140.000000

季度: 2.019120e+05  ,  金额: 11700.000000

季度: 2.020010e+05  ,  金额: 48300.000000

总流水交易额为: 1513169.000000, 总流水月平均交易额为: 43233.400000
