公司ID: E95


季度: 2.017010e+05  ,  金额: 61036.000000

季度: 2.017020e+05  ,  金额: 36279.000000

季度: 2.017030e+05  ,  金额: 205442.200000

季度: 2.017040e+05  ,  金额: 40322.200000

季度: 2.017050e+05  ,  金额: 43709.460000

季度: 2.017060e+05  ,  金额: 28521.000000

季度: 2.017070e+05  ,  金额: 54263.700000

季度: 2.017080e+05  ,  金额: 52532.700000

季度: 2.017090e+05  ,  金额: 41175.900000

季度: 2.017100e+05  ,  金额: 40397.000000

季度: 2.017110e+05  ,  金额: 47240.000000

季度: 2.017120e+05  ,  金额: 90429.900000

季度: 2.018010e+05  ,  金额: 106992.000000

季度: 2.018020e+05  ,  金额: 13522.000000

季度: 2.018030e+05  ,  金额: 137839.100000

季度: 2.018040e+05  ,  金额: 45639.000000

季度: 2.018050e+05  ,  金额: 74848.700000

季度: 2.018060e+05  ,  金额: 83791.000000

季度: 2.018070e+05  ,  金额: 49269.000000

季度: 2.018080e+05  ,  金额: 81502.000000

季度: 2.018090e+05  ,  金额: 18763.530000

季度: 2.018100e+05  ,  金额: 175324.000000

季度: 2.018110e+05  ,  金额: 148582.960000

季度: 2.018120e+05  ,  金额: 114577.600000

季度: 2.019010e+05  ,  金额: 164618.000000

季度: 2.019040e+05  ,  金额: 138993.000000

季度: 2.019050e+05  ,  金额: 81335.000000

季度: 2.019060e+05  ,  金额: 577.000000

季度: 2.019070e+05  ,  金额: 12806.000000

季度: 2.019080e+05  ,  金额: 3765.000000

季度: 2.019090e+05  ,  金额: 19779.000000

季度: 2.019100e+05  ,  金额: 73358.000000

季度: 2.019110e+05  ,  金额: 18882.000000

季度: 2.019120e+05  ,  金额: 57601.500000

季度: 2.020010e+05  ,  金额: 7366.000000

总流水交易额为: 2371080.450000, 总流水月平均交易额为: 67745.155714
