公司ID: E106


季度: 2.017060e+05  ,  金额: 14000.000000

季度: 2.017070e+05  ,  金额: 14760.000000

季度: 2.017080e+05  ,  金额: 18000.000000

季度: 2.017090e+05  ,  金额: 9120.000000

季度: 2.017100e+05  ,  金额: 11800.000000

季度: 2.017110e+05  ,  金额: 53000.000000

季度: 2.017120e+05  ,  金额: 1500.000000

季度: 2.018010e+05  ,  金额: 800.000000

季度: 2.018020e+05  ,  金额: 18000.000000

季度: 2.018030e+05  ,  金额: 7460.000000

季度: 2.018040e+05  ,  金额: 6150.000000

季度: 2.018050e+05  ,  金额: 9320.000000

季度: 2.018060e+05  ,  金额: 22700.000000

季度: 2.018070e+05  ,  金额: 53430.000000

季度: 2.018080e+05  ,  金额: 21000.000000

季度: 2.018090e+05  ,  金额: 18500.000000

季度: 2.018100e+05  ,  金额: 7300.000000

季度: 2.018120e+05  ,  金额: 10000.000000

季度: 2.019010e+05  ,  金额: 35000.000000

季度: 2.019020e+05  ,  金额: 23500.000000

季度: 2.019030e+05  ,  金额: 8100.000000

季度: 2.019040e+05  ,  金额: 6400.000000

季度: 2.019050e+05  ,  金额: 18225.000000

季度: 2.019060e+05  ,  金额: 11400.000000

季度: 2.019070e+05  ,  金额: 600.000000

季度: 2.019080e+05  ,  金额: 43300.000000

季度: 2.019100e+05  ,  金额: 35312.860000

季度: 2.019110e+05  ,  金额: 19300.000000

季度: 2.019120e+05  ,  金额: 70200.000000

季度: 2.020010e+05  ,  金额: 28300.000000

总流水交易额为: 596477.860000, 总流水月平均交易额为: 19882.595333
