公司ID: E10


季度: 2.016110e+05  ,  金额: 14776988.100000

季度: 2.016120e+05  ,  金额: 4067442.740000

季度: 2.017010e+05  ,  金额: 93409376.840000

季度: 2.017030e+05  ,  金额: 531891.620000

季度: 2.017040e+05  ,  金额: 60000.000000

季度: 2.017050e+05  ,  金额: 3240370.940000

季度: 2.017060e+05  ,  金额: 6163682.020000

季度: 2.017070e+05  ,  金额: 2483281.740000

季度: 2.017080e+05  ,  金额: 7307649.820000

季度: 2.017090e+05  ,  金额: 7792001.790000

季度: 2.017100e+05  ,  金额: 3947019.150000

季度: 2.017110e+05  ,  金额: 6166318.350000

季度: 2.017120e+05  ,  金额: 4038613.430000

季度: 2.018010e+05  ,  金额: 25314835.760000

季度: 2.018020e+05  ,  金额: 16885143.320000

季度: 2.018030e+05  ,  金额: 1400000.000000

季度: 2.018050e+05  ,  金额: 3572000.000000

季度: 2.018060e+05  ,  金额: 1927619.200000

季度: 2.018070e+05  ,  金额: 6913865.460000

季度: 2.018080e+05  ,  金额: 9372156.530000

季度: 2.018090e+05  ,  金额: 6406470.060000

季度: 2.018100e+05  ,  金额: 3698979.080000

季度: 2.018110e+05  ,  金额: 12090000.000000

季度: 2.018120e+05  ,  金额: 3745852.100000

季度: 2.019010e+05  ,  金额: 62602978.470000

季度: 2.019020e+05  ,  金额: 1410000.000000

季度: 2.019030e+05  ,  金额: 328131.690000

季度: 2.019040e+05  ,  金额: 1947807.000000

季度: 2.019050e+05  ,  金额: 879587.800000

季度: 2.019060e+05  ,  金额: 6946019.550000

季度: 2.019070e+05  ,  金额: 4107914.240000

季度: 2.019080e+05  ,  金额: 14104186.390000

季度: 2.019090e+05  ,  金额: 1624000.000000

季度: 2.019100e+05  ,  金额: 5729999.780000

季度: 2.019110e+05  ,  金额: 6369348.530000

总流水交易额为: 351361531.500000, 总流水月平均交易额为: 10038900.900000
