公司ID: E88


季度: 2.017010e+05  ,  金额: 95100.000000

季度: 2.017020e+05  ,  金额: 3900.000000

季度: 2.017030e+05  ,  金额: 5250.000000

季度: 2.017040e+05  ,  金额: 46890.000000

季度: 2.017050e+05  ,  金额: 7240.000000

季度: 2.017060e+05  ,  金额: 18400.000000

季度: 2.017070e+05  ,  金额: 98965.720000

季度: 2.017080e+05  ,  金额: 160595.630000

季度: 2.017090e+05  ,  金额: 85123.500000

季度: 2.017110e+05  ,  金额: -36427.520000

季度: 2.017120e+05  ,  金额: 44350.000000

季度: 2.018010e+05  ,  金额: 17920.000000

季度: 2.018020e+05  ,  金额: 70001.000000

季度: 2.018030e+05  ,  金额: 7355.000000

季度: 2.018040e+05  ,  金额: 22650.000000

季度: 2.018050e+05  ,  金额: 11101.000000

季度: 2.018060e+05  ,  金额: 155650.000000

季度: 2.018070e+05  ,  金额: 27066.600000

季度: 2.018080e+05  ,  金额: 119636.200000

季度: 2.018090e+05  ,  金额: 141933.950000

季度: 2.018100e+05  ,  金额: 27141.800000

季度: 2.018110e+05  ,  金额: 64161.000000

季度: 2.018120e+05  ,  金额: 15848.400000

季度: 2.019010e+05  ,  金额: 70131.800000

季度: 2.019020e+05  ,  金额: 1234.000000

季度: 2.019030e+05  ,  金额: 76806.470000

季度: 2.019050e+05  ,  金额: 129960.000000

季度: 2.019060e+05  ,  金额: 56676.000000

季度: 2.019070e+05  ,  金额: 66738.200000

季度: 2.019080e+05  ,  金额: 273772.000000

季度: 2.019090e+05  ,  金额: 205705.950000

季度: 2.019100e+05  ,  金额: 88256.000000

季度: 2.019110e+05  ,  金额: 125684.800000

季度: 2.019120e+05  ,  金额: 109592.750000

季度: 2.020010e+05  ,  金额: 296869.400000

总流水交易额为: 2711279.650000, 总流水月平均交易额为: 77465.132857
