公司ID: E28


季度: 2.017060e+05  ,  金额: 235875.300000

季度: 2.017070e+05  ,  金额: 1199988.000000

季度: 2.017110e+05  ,  金额: 290553.900000

季度: 2.017120e+05  ,  金额: 1301545.270000

季度: 2.018010e+05  ,  金额: 2574387.070000

季度: 2.018020e+05  ,  金额: 2125900.000000

季度: 2.018030e+05  ,  金额: 1569985.000000

季度: 2.018040e+05  ,  金额: 1499985.000000

季度: 2.018050e+05  ,  金额: 1984533.450000

季度: 2.018070e+05  ,  金额: 213724.000000

季度: 2.018080e+05  ,  金额: 998264.580000

季度: 2.018090e+05  ,  金额: 719176.610000

季度: 2.018110e+05  ,  金额: 1635899.300000

季度: 2.018120e+05  ,  金额: 4586268.880000

季度: 2.019030e+05  ,  金额: 3500000.000000

季度: 2.019040e+05  ,  金额: 4000000.000000

季度: 2.019060e+05  ,  金额: 54000.000000

季度: 2.019080e+05  ,  金额: 157527.610000

季度: 2.019090e+05  ,  金额: 5973621.170000

季度: 2.019100e+05  ,  金额: 5372110.200000

季度: 2.019110e+05  ,  金额: 6100000.000000

季度: 2.019120e+05  ,  金额: 300000.000000

季度: 2.020010e+05  ,  金额: 6877483.410000

总流水交易额为: 53270828.750000, 总流水月平均交易额为: 2316122.989130
