公司ID: E17


季度: 2.016100e+05  ,  金额: 762826.760000

季度: 2.016110e+05  ,  金额: 923000.000000

季度: 2.016120e+05  ,  金额: 2043471.730000

季度: 2.017010e+05  ,  金额: 3213075.210000

季度: 2.017020e+05  ,  金额: 63330.000000

季度: 2.017030e+05  ,  金额: 1292377.120000

季度: 2.017040e+05  ,  金额: 68546.630000

季度: 2.017050e+05  ,  金额: 3416287.000000

季度: 2.017060e+05  ,  金额: 2294684.010000

季度: 2.017070e+05  ,  金额: 4933240.450000

季度: 2.017080e+05  ,  金额: 2048635.200000

季度: 2.017090e+05  ,  金额: 4412885.200000

季度: 2.017100e+05  ,  金额: 1317247.240000

季度: 2.017110e+05  ,  金额: 5739215.850000

季度: 2.017120e+05  ,  金额: 2911286.690000

季度: 2.018010e+05  ,  金额: 6737711.650000

季度: 2.018020e+05  ,  金额: 4511848.440000

季度: 2.018030e+05  ,  金额: 4958229.070000

季度: 2.018040e+05  ,  金额: 1053389.230000

季度: 2.018050e+05  ,  金额: 5453415.450000

季度: 2.018060e+05  ,  金额: 2714725.670000

季度: 2.018070e+05  ,  金额: 6011134.020000

季度: 2.018080e+05  ,  金额: 5174255.850000

季度: 2.018090e+05  ,  金额: 7406749.760000

季度: 2.018100e+05  ,  金额: 4096265.690000

季度: 2.018110e+05  ,  金额: 2027030.830000

季度: 2.018120e+05  ,  金额: 10347057.810000

季度: 2.019010e+05  ,  金额: 11841901.610000

季度: 2.019020e+05  ,  金额: 3795698.500000

季度: 2.019030e+05  ,  金额: 5008398.220000

季度: 2.019040e+05  ,  金额: 8155637.540000

季度: 2.019050e+05  ,  金额: 3972384.940000

季度: 2.019060e+05  ,  金额: 4794434.040000

季度: 2.019070e+05  ,  金额: 9941417.330000

季度: 2.019080e+05  ,  金额: 12926080.760000

季度: 2.019090e+05  ,  金额: 6226895.520000

季度: 2.019100e+05  ,  金额: 5490286.410000

总流水交易额为: 168085057.430000, 总流水月平均交易额为: 4542839.390000
