公司ID: E97


季度: 2.018070e+05  ,  金额: 46803.000000

季度: 2.018080e+05  ,  金额: 30612.000000

季度: 2.018090e+05  ,  金额: 43517.000000

季度: 2.018100e+05  ,  金额: 37630.000000

季度: 2.018110e+05  ,  金额: 31635.000000

季度: 2.018120e+05  ,  金额: 51334.000000

季度: 2.019010e+05  ,  金额: 56534.000000

季度: 2.019020e+05  ,  金额: 49930.000000

季度: 2.019030e+05  ,  金额: 11042.000000

季度: 2.019040e+05  ,  金额: 17918.000000

季度: 2.019050e+05  ,  金额: 47822.000000

季度: 2.019060e+05  ,  金额: 51272.000000

季度: 2.019070e+05  ,  金额: 42107.000000

季度: 2.019080e+05  ,  金额: 45931.000000

季度: 2.019090e+05  ,  金额: 4755.000000

季度: 2.019100e+05  ,  金额: 81383.000000

季度: 2.019110e+05  ,  金额: 87991.400000

季度: 2.019120e+05  ,  金额: 196740.000000

季度: 2.020010e+05  ,  金额: 61986.500000

总流水交易额为: 996942.900000, 总流水月平均交易额为: 52470.678947
