公司ID: E64


季度: 2.017010e+05  ,  金额: 240276.720000

季度: 2.017020e+05  ,  金额: 63547.100000

季度: 2.017030e+05  ,  金额: 26910.000000

季度: 2.017040e+05  ,  金额: 60204.400000

季度: 2.017050e+05  ,  金额: 383768.810000

季度: 2.017060e+05  ,  金额: 379501.630000

季度: 2.017070e+05  ,  金额: 79309.450000

季度: 2.017080e+05  ,  金额: 78299.860000

季度: 2.017090e+05  ,  金额: 181398.470000

季度: 2.017100e+05  ,  金额: 166918.300000

季度: 2.017110e+05  ,  金额: 444890.820000

季度: 2.017120e+05  ,  金额: 602598.400000

季度: 2.018040e+05  ,  金额: 163697.980000

季度: 2.018050e+05  ,  金额: 467531.640000

季度: 2.018060e+05  ,  金额: 295543.500000

季度: 2.018070e+05  ,  金额: 304077.200000

季度: 2.018080e+05  ,  金额: 56997.100000

季度: 2.018090e+05  ,  金额: 591541.710000

季度: 2.018100e+05  ,  金额: 178229.200000

季度: 2.018110e+05  ,  金额: 433023.800000

季度: 2.018120e+05  ,  金额: 545655.250000

季度: 2.019010e+05  ,  金额: 59149.800000

季度: 2.019020e+05  ,  金额: 68428.750000

季度: 2.019030e+05  ,  金额: 436413.570000

季度: 2.019040e+05  ,  金额: 4678.000000

季度: 2.019050e+05  ,  金额: 472773.900000

季度: 2.019060e+05  ,  金额: 416486.510000

季度: 2.019070e+05  ,  金额: 69035.200000

季度: 2.019080e+05  ,  金额: 160188.640000

季度: 2.019090e+05  ,  金额: 196278.480000

季度: 2.019100e+05  ,  金额: 395028.110000

季度: 2.019110e+05  ,  金额: 130991.410000

季度: 2.019120e+05  ,  金额: 721781.270000

季度: 2.020010e+05  ,  金额: 68013.090000

总流水交易额为: 8943168.070000, 总流水月平均交易额为: 263034.355000
