公司ID: E85


季度: 2.017020e+05  ,  金额: 17976.890000

季度: 2.017030e+05  ,  金额: 13693.300000

季度: 2.017040e+05  ,  金额: 56249.980000

季度: 2.017050e+05  ,  金额: 16613.710000

季度: 2.017060e+05  ,  金额: 12904.360000

季度: 2.017070e+05  ,  金额: 21142.590000

季度: 2.017080e+05  ,  金额: 12126.880000

季度: 2.017090e+05  ,  金额: 55502.590000

季度: 2.017100e+05  ,  金额: 34408.720000

季度: 2.017110e+05  ,  金额: 25446.810000

季度: 2.017120e+05  ,  金额: 30316.760000

季度: 2.018010e+05  ,  金额: 69678.660000

季度: 2.018020e+05  ,  金额: 254454.040000

季度: 2.018030e+05  ,  金额: 11264.330000

季度: 2.018040e+05  ,  金额: 81193.440000

季度: 2.018050e+05  ,  金额: 30775.540000

季度: 2.018060e+05  ,  金额: 112935.650000

季度: 2.018070e+05  ,  金额: 27271.080000

季度: 2.018080e+05  ,  金额: 100243.860000

季度: 2.018090e+05  ,  金额: 5541.130000

季度: 2.018100e+05  ,  金额: 484463.520000

季度: 2.018110e+05  ,  金额: 48625.400000

季度: 2.018120e+05  ,  金额: 27057.110000

季度: 2.019010e+05  ,  金额: 165940.060000

季度: 2.019020e+05  ,  金额: 33636.050000

季度: 2.019030e+05  ,  金额: 16513.760000

季度: 2.019040e+05  ,  金额: 51197.760000

季度: 2.019050e+05  ,  金额: 22990.080000

季度: 2.019060e+05  ,  金额: 171025.040000

季度: 2.019070e+05  ,  金额: 20025.190000

季度: 2.019080e+05  ,  金额: 96447.860000

季度: 2.019090e+05  ,  金额: 63175.000000

季度: 2.019100e+05  ,  金额: 15085.000000

季度: 2.019110e+05  ,  金额: 63600.000000

季度: 2.019120e+05  ,  金额: 169500.000000

季度: 2.020010e+05  ,  金额: 292254.850000

季度: 2.020020e+05  ,  金额: 8000.000000

总流水交易额为: 2739277.000000, 总流水月平均交易额为: 74034.513514
