公司ID: E53


季度: 2.017050e+05  ,  金额: 454985.240000

季度: 2.017060e+05  ,  金额: 500000.000000

季度: 2.017070e+05  ,  金额: 50000.000000

季度: 2.017080e+05  ,  金额: 641620.000000

季度: 2.017090e+05  ,  金额: 505000.000000

季度: 2.017100e+05  ,  金额: 1557660.000000

季度: 2.017110e+05  ,  金额: 2840000.000000

季度: 2.017120e+05  ,  金额: 1280000.000000

季度: 2.018010e+05  ,  金额: 1280000.000000

季度: 2.018020e+05  ,  金额: 115000.000000

季度: 2.018030e+05  ,  金额: 161800.000000

季度: 2.018040e+05  ,  金额: 306000.000000

季度: 2.018050e+05  ,  金额: 700000.000000

季度: 2.018060e+05  ,  金额: 410000.000000

季度: 2.018070e+05  ,  金额: 382000.000000

季度: 2.018080e+05  ,  金额: 3818000.000000

季度: 2.018090e+05  ,  金额: 1890000.000000

季度: 2.018100e+05  ,  金额: 278316.870000

季度: 2.018110e+05  ,  金额: 1068000.000000

季度: 2.018120e+05  ,  金额: 846000.000000

季度: 2.019010e+05  ,  金额: 862000.000000

季度: 2.019020e+05  ,  金额: 200000.000000

季度: 2.019030e+05  ,  金额: 730000.000000

季度: 2.019040e+05  ,  金额: 1422000.000000

季度: 2.019060e+05  ,  金额: 2318500.000000

季度: 2.019070e+05  ,  金额: 2816400.000000

季度: 2.019080e+05  ,  金额: 2256956.000000

季度: 2.019090e+05  ,  金额: 666380.000000

季度: 2.019100e+05  ,  金额: 1448310.000000

季度: 2.019120e+05  ,  金额: 6274667.000000

总流水交易额为: 38079595.110000, 总流水月平均交易额为: 1269319.837000
