公司ID: E40


季度: 2.017050e+05  ,  金额: 42568.000000

季度: 2.017060e+05  ,  金额: 84168.000000

季度: 2.017070e+05  ,  金额: 147534.000000

季度: 2.017080e+05  ,  金额: 85134.000000

季度: 2.017090e+05  ,  金额: 353537.200000

季度: 2.017100e+05  ,  金额: 266808.000000

季度: 2.017110e+05  ,  金额: 301548.560000

季度: 2.017120e+05  ,  金额: 1563032.400000

季度: 2.018010e+05  ,  金额: 119205.610000

季度: 2.018020e+05  ,  金额: 203186.320000

季度: 2.018030e+05  ,  金额: 451086.920000

季度: 2.018040e+05  ,  金额: 672856.000000

季度: 2.018050e+05  ,  金额: 536040.960000

季度: 2.018060e+05  ,  金额: 1256035.120000

季度: 2.018070e+05  ,  金额: 813944.180000

季度: 2.018080e+05  ,  金额: 548940.960000

季度: 2.018090e+05  ,  金额: 919280.360000

季度: 2.018100e+05  ,  金额: 1364560.600000

季度: 2.018110e+05  ,  金额: 38986.340000

季度: 2.018120e+05  ,  金额: 4904629.880000

季度: 2.019010e+05  ,  金额: 722976.000000

季度: 2.019020e+05  ,  金额: 109701.040000

季度: 2.019030e+05  ,  金额: 418924.500000

季度: 2.019040e+05  ,  金额: 859800.100000

季度: 2.019050e+05  ,  金额: 1278740.550000

季度: 2.019060e+05  ,  金额: 2153832.380000

季度: 2.019070e+05  ,  金额: 1071179.730000

季度: 2.019080e+05  ,  金额: 1188561.850000

季度: 2.019090e+05  ,  金额: 2946332.530000

季度: 2.019100e+05  ,  金额: 1761796.850000

季度: 2.019110e+05  ,  金额: 1306855.950000

季度: 2.019120e+05  ,  金额: 4359742.390000

季度: 2.020010e+05  ,  金额: 445798.250000

季度: 2.020020e+05  ,  金额: 1167857.780000

总流水交易额为: 34465183.310000, 总流水月平均交易额为: 1013681.862059
