公司ID: E118


季度: 2.017030e+05  ,  金额: 265.000000

季度: 2.017040e+05  ,  金额: 22360.000000

季度: 2.017050e+05  ,  金额: 15181.000000

季度: 2.017060e+05  ,  金额: 964.000000

季度: 2.017070e+05  ,  金额: 8150.000000

季度: 2.017090e+05  ,  金额: 930.000000

季度: 2.017100e+05  ,  金额: 14530.000000

季度: 2.017110e+05  ,  金额: 25321.000000

季度: 2.017120e+05  ,  金额: 21843.000000

季度: 2.018010e+05  ,  金额: 6991.000000

季度: 2.018020e+05  ,  金额: 70011.000000

季度: 2.018030e+05  ,  金额: 14922.000000

季度: 2.018040e+05  ,  金额: 3758.000000

季度: 2.018050e+05  ,  金额: 12437.580000

季度: 2.018060e+05  ,  金额: 17298.800000

季度: 2.018070e+05  ,  金额: 14083.000000

季度: 2.018080e+05  ,  金额: 1664.000000

季度: 2.018090e+05  ,  金额: 517.000000

季度: 2.018100e+05  ,  金额: 1156.000000

季度: 2.018110e+05  ,  金额: 4370.000000

季度: 2.018120e+05  ,  金额: 1444.000000

季度: 2.019010e+05  ,  金额: 14365.000000

季度: 2.019030e+05  ,  金额: 352.000000

季度: 2.019040e+05  ,  金额: 2533.820000

季度: 2.019050e+05  ,  金额: 835.000000

季度: 2.019060e+05  ,  金额: 620.000000

季度: 2.019070e+05  ,  金额: 248.000000

季度: 2.019080e+05  ,  金额: 2644.000000

季度: 2.019110e+05  ,  金额: 962.000000

总流水交易额为: 280756.200000, 总流水月平均交易额为: 9681.248276
