公司ID: E29


季度: 2.017110e+05  ,  金额: 9757148.280000

季度: 2.017120e+05  ,  金额: 3693911.040000

季度: 2.018090e+05  ,  金额: 300000.000000

季度: 2.018100e+05  ,  金额: 803940.680000

季度: 2.018110e+05  ,  金额: 1300000.000000

季度: 2.018120e+05  ,  金额: 5695700.000000

季度: 2.019010e+05  ,  金额: 2000000.000000

季度: 2.019050e+05  ,  金额: 204300.000000

季度: 2.019060e+05  ,  金额: 400000.000000

季度: 2.019070e+05  ,  金额: 2300000.000000

季度: 2.019080e+05  ,  金额: 4939802.810000

季度: 2.019090e+05  ,  金额: 1900000.000000

季度: 2.019100e+05  ,  金额: 2961125.250000

季度: 2.019110e+05  ,  金额: 7250413.500000

季度: 2.019120e+05  ,  金额: 3370037.220000

总流水交易额为: 46876378.780000, 总流水月平均交易额为: 3125091.918667
