公司ID: E61


季度: 2.017010e+05  ,  金额: 494580.000000

季度: 2.017020e+05  ,  金额: 594664.000000

季度: 2.017030e+05  ,  金额: 309348.000000

季度: 2.017040e+05  ,  金额: 522158.000000

季度: 2.017050e+05  ,  金额: 497240.000000

季度: 2.017060e+05  ,  金额: 287374.000000

季度: 2.017070e+05  ,  金额: 568831.000000

季度: 2.017080e+05  ,  金额: 612462.600000

季度: 2.017090e+05  ,  金额: 593041.200000

季度: 2.017100e+05  ,  金额: 803430.000000

季度: 2.017110e+05  ,  金额: 886735.000000

季度: 2.017120e+05  ,  金额: 498319.000000

季度: 2.018010e+05  ,  金额: 703600.800000

季度: 2.018020e+05  ,  金额: 290616.800000

季度: 2.018030e+05  ,  金额: 606992.400000

季度: 2.018040e+05  ,  金额: 411605.000000

季度: 2.018050e+05  ,  金额: 198697.000000

季度: 2.018060e+05  ,  金额: 462201.000000

季度: 2.018070e+05  ,  金额: 784764.000000

季度: 2.018080e+05  ,  金额: 713582.000000

季度: 2.018090e+05  ,  金额: 706338.000000

季度: 2.018100e+05  ,  金额: 486568.000000

季度: 2.018110e+05  ,  金额: 599490.000000

季度: 2.018120e+05  ,  金额: 763982.000000

季度: 2.019010e+05  ,  金额: 675865.000000

季度: 2.019020e+05  ,  金额: 341500.000000

季度: 2.019030e+05  ,  金额: 602965.000000

季度: 2.019040e+05  ,  金额: 233806.000000

季度: 2.019050e+05  ,  金额: 127510.000000

季度: 2.019060e+05  ,  金额: 101015.000000

季度: 2.019070e+05  ,  金额: 310220.000000

季度: 2.019080e+05  ,  金额: 443868.000000

季度: 2.019090e+05  ,  金额: 583150.000000

季度: 2.019100e+05  ,  金额: 654450.000000

季度: 2.019110e+05  ,  金额: 523820.000000

季度: 2.019120e+05  ,  金额: 392210.000000

季度: 2.020010e+05  ,  金额: 290365.000000

总流水交易额为: 18677363.800000, 总流水月平均交易额为: 504793.616216
