公司ID: E109


季度: 2.018010e+05  ,  金额: 900.000000

季度: 2.018040e+05  ,  金额: 10780.000000

季度: 2.018060e+05  ,  金额: 4620.000000

季度: 2.018110e+05  ,  金额: 24355.000000

季度: 2.019010e+05  ,  金额: 56020.000000

季度: 2.019030e+05  ,  金额: 16020.000000

季度: 2.019040e+05  ,  金额: 1250.000000

季度: 2.019070e+05  ,  金额: 16966.000000

季度: 2.019100e+05  ,  金额: 26674.000000

季度: 2.019110e+05  ,  金额: 173660.000000

季度: 2.019120e+05  ,  金额: 39218.000000

季度: 2.020010e+05  ,  金额: 80600.000000

总流水交易额为: 451063.000000, 总流水月平均交易额为: 37588.583333
