公司ID: E87


季度: 2.017080e+05  ,  金额: 250783.890000

季度: 2.017090e+05  ,  金额: 196100.000000

季度: 2.017100e+05  ,  金额: 22640.000000

季度: 2.017110e+05  ,  金额: 272231.000000

季度: 2.018010e+05  ,  金额: 311544.000000

季度: 2.018030e+05  ,  金额: 78000.000000

季度: 2.018040e+05  ,  金额: 1238590.950000

季度: 2.018050e+05  ,  金额: 65308.800000

季度: 2.018080e+05  ,  金额: 19112.600000

季度: 2.018090e+05  ,  金额: 266815.110000

季度: 2.018110e+05  ,  金额: 8408.000000

季度: 2.018120e+05  ,  金额: 123182.600000

季度: 2.019010e+05  ,  金额: 183568.000000

季度: 2.019030e+05  ,  金额: 112756.700000

季度: 2.019040e+05  ,  金额: 4885.200000

季度: 2.019060e+05  ,  金额: 165800.000000

季度: 2.019070e+05  ,  金额: 163574.000000

季度: 2.019080e+05  ,  金额: 227324.590000

季度: 2.019100e+05  ,  金额: 170099.200000

季度: 2.019120e+05  ,  金额: 224320.000000

季度: 2.020010e+05  ,  金额: 204146.960000

总流水交易额为: 4309191.600000, 总流水月平均交易额为: 205199.600000
