公司ID: E121


季度: 2.017010e+05  ,  金额: 2080.960000

季度: 2.017020e+05  ,  金额: 1148.820000

季度: 2.017030e+05  ,  金额: 5988.060000

季度: 2.017040e+05  ,  金额: 4668.790000

季度: 2.017050e+05  ,  金额: 1514.000000

季度: 2.017060e+05  ,  金额: 3267.000000

季度: 2.017070e+05  ,  金额: 2743.000000

季度: 2.017080e+05  ,  金额: 1656.000000

季度: 2.017090e+05  ,  金额: 16878.600000

季度: 2.017100e+05  ,  金额: 3651.500000

季度: 2.017110e+05  ,  金额: 12736.800000

季度: 2.017120e+05  ,  金额: 6694.730000

季度: 2.018010e+05  ,  金额: 3159.930000

季度: 2.018020e+05  ,  金额: 1801.800000

季度: 2.018030e+05  ,  金额: 5182.270000

季度: 2.018040e+05  ,  金额: 4029.600000

季度: 2.018050e+05  ,  金额: 1980.820000

季度: 2.018060e+05  ,  金额: 2539.580000

季度: 2.018070e+05  ,  金额: 1736.890000

季度: 2.018080e+05  ,  金额: 11696.490000

季度: 2.018090e+05  ,  金额: 4705.880000

季度: 2.018100e+05  ,  金额: 5162.260000

季度: 2.018110e+05  ,  金额: 3953.960000

季度: 2.018120e+05  ,  金额: 4998.590000

总流水交易额为: 113976.330000, 总流水月平均交易额为: 4749.013750
