公司ID: E27


季度: 2.016110e+05  ,  金额: 830589.640000

季度: 2.016120e+05  ,  金额: 505194.150000

季度: 2.017010e+05  ,  金额: 1460449.870000

季度: 2.017020e+05  ,  金额: 1744510.580000

季度: 2.017030e+05  ,  金额: 713610.740000

季度: 2.017040e+05  ,  金额: 454821.770000

季度: 2.017050e+05  ,  金额: 117104.260000

季度: 2.017060e+05  ,  金额: 1286128.380000

季度: 2.017070e+05  ,  金额: 204496.910000

季度: 2.017080e+05  ,  金额: 613154.710000

季度: 2.017090e+05  ,  金额: 1447201.430000

季度: 2.017100e+05  ,  金额: 1084304.870000

季度: 2.017110e+05  ,  金额: 1111692.160000

季度: 2.017120e+05  ,  金额: 1147852.150000

季度: 2.018010e+05  ,  金额: 1778491.140000

季度: 2.018020e+05  ,  金额: 510701.200000

季度: 2.018030e+05  ,  金额: 1272315.490000

季度: 2.018040e+05  ,  金额: 1985389.170000

季度: 2.018050e+05  ,  金额: 607079.830000

季度: 2.018060e+05  ,  金额: 1375894.450000

季度: 2.018070e+05  ,  金额: 778407.940000

季度: 2.018080e+05  ,  金额: 1100361.890000

季度: 2.018090e+05  ,  金额: 1544388.710000

季度: 2.018100e+05  ,  金额: 1652337.780000

季度: 2.018110e+05  ,  金额: 1548016.000000

季度: 2.018120e+05  ,  金额: 1766912.660000

季度: 2.019010e+05  ,  金额: 573663.790000

季度: 2.019020e+05  ,  金额: 3016286.990000

季度: 2.019030e+05  ,  金额: 1832172.290000

季度: 2.019040e+05  ,  金额: 1260362.070000

季度: 2.019050e+05  ,  金额: 1605236.740000

季度: 2.019060e+05  ,  金额: 1701357.010000

季度: 2.019070e+05  ,  金额: 757526.910000

季度: 2.019080e+05  ,  金额: 1949011.730000

季度: 2.019090e+05  ,  金额: 2458498.150000

季度: 2.019100e+05  ,  金额: 2064146.200000

季度: 2.019110e+05  ,  金额: 2795099.660000

总流水交易额为: 48654769.420000, 总流水月平均交易额为: 1314993.768108
